,household_id,person_id,survey_year,seattle_home,sample_county,hhsize,vehicle_count,hhincome_broad,hhincome_detailed,rent_own,numchildren,age,gender,employment,student,education,license,race_category,hh_race_category,commute_freq,prev_res_factors_housing_cost,prev_res_factors_income_change,prev_res_factors_community_chan,prev_res_factors_hh_size,prev_res_factors_more_space,prev_res_factors_less_space,prev_res_factors_employment,prev_res_factors_school,prev_res_factors_crime,prev_res_factors_quality,prev_res_factors_forced,prev_res_factors_no_answer,prev_res_factors_other,prev_res_factors_specify,res_factors_30min,res_factors_afford,res_factors_closefam,res_factors_hhchange,res_factors_hwy,res_factors_school,res_factors_space,res_factors_transit,res_factors_walk,home_fd,med_trav_time,pref_modes,diversity_food_cat,pct_fast_food,med_price,med_rating,rest_empl_pop,med_rest_inc,dist_from_home,rest:non_rest,nonrest_purp,meal
870,17125249,1712524901,2017,Home in Seattle,King,1 person,1 vehicle,"Under $25,000","$10,000-$24,999",Rent,0,25-34 years,Male,Self-employed,Full-time student,Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,2 days a week,,,,,,,,,,,,,,,Somewhat important,Somewhat important,Neither or N/A,Neither or N/A,Neither or N/A,Neither or N/A,Neither or N/A,Neither or N/A,Neither or N/A,False,10.0,SOV,2.0,0.0,2.0,3.8,1880.0,47883.0,0.9889684792604634,1.0,Home,Dinner
871,17125286,1712528602,2017,Home not in Seattle,King,2 people,3 vehicles,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,0,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,False,5.0,HOV,1.0,1.0,2.0,2.5,953.0,119625.0,0.6369755630016397,0.2222222222222222,Social/Recreation,Dinner
872,17125327,1712532701,2017,Home in Seattle,King,1 person,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Own/paying mortgage,0,65-74 years,Female,Retired,"No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Somewhat important,Neither or N/A,Somewhat important,Neither or N/A,Very important,Somewhat important,False,25.0,Walk,2.0,0.5,1.0,2.4,62565.0,82892.0,6.161430102260727,0.6666666666666666,Social/Recreation,Lunch
873,17125333,1712533301,2017,Home not in Seattle,Kitsap,4 people,2 vehicles,"$100,000 or more","$150,000-$199,999",Rent,2,25-34 years,Female,Homemaker,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Very important,Very important,Somewhat unimportant,Somewhat important,Somewhat important,Neither or N/A,Neither or N/A,Neither or N/A,Somewhat important,True,5.5,HOV,3.0,0.0,1.5,4.15,3500.0,65956.0,9.102592469442524,0.21428571428571427,Escort,Lunch
874,17125333,1712533302,2017,Home not in Seattle,Kitsap,4 people,2 vehicles,"$100,000 or more","$150,000-$199,999",Rent,2,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Associates degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Somewhat unimportant,Somewhat important,Somewhat important,Neither or N/A,Neither or N/A,Neither or N/A,Somewhat important,True,19.0,SOV,4.0,0.0,2.0,3.9,5292.75,67000.5,9.391114062843375,0.42105263157894735,Work,Breakfast
875,17125333,1712533303,2017,Home not in Seattle,Kitsap,4 people,2 vehicles,"$100,000 or more","$150,000-$199,999",Rent,2,Under 5 years old,Male,,,,,Child,White Only,,,,,,,,,,,,,,,,Very important,Very important,Somewhat unimportant,Somewhat important,Somewhat important,Neither or N/A,Neither or N/A,Neither or N/A,Somewhat important,True,3.5,HOV,2.0,1.0,1.5,2.1,2401.0,65956.0,0.7566653167658584,0.1,Errand/Other,Lunch
876,17125333,1712533304,2017,Home not in Seattle,Kitsap,4 people,2 vehicles,"$100,000 or more","$150,000-$199,999",Rent,2,Under 5 years old,Male,,,,,Child,White Only,,,,,,,,,,,,,,,,Very important,Very important,Somewhat unimportant,Somewhat important,Somewhat important,Neither or N/A,Neither or N/A,Neither or N/A,Somewhat important,True,4.0,HOV,4.0,0.5,1.0,3.1,2950.5,61545.0,6.371974969186341,0.13333333333333333,Shop,Lunch
877,17126101,1712610101,2017,Home not in Seattle,King,1 person,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,65-74 years,Female,Homemaker,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Somewhat important,Somewhat important,Very important,Neither or N/A,Somewhat important,Neither or N/A,Neither or N/A,Very important,Very important,False,9.0,SOV,5.0,0.16666666666666666,2.0,3.25,2059.0,77269.0,3.000159316672209,0.2222222222222222,Errand/Other,Lunch
878,17126178,1712617801,2017,Home not in Seattle,Pierce,1 person,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,0,55-64 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Associates degree,"Yes, has an intermediate or unrestricted license",African American,African American,5 days a week,,,,,,,,,,,,,,,Somewhat important,Very important,Somewhat important,Neither or N/A,Somewhat important,Very unimportant,Somewhat important,Very important,Somewhat important,True,5.0,Walk,2.0,0.0,2.0,3.25,62565.0,82892.0,26.82401410838104,1.0,Work,Lunch
879,17126237,1712623701,2017,Home in Seattle,King,1 person,0 (no vehicles),"$25,000-$49,999","$35,000-$49,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Associates degree,"Yes, has an intermediate or unrestricted license",Hispanic,Hispanic,5 days a week,,,,,,,,,,,,,,,Somewhat important,Neither or N/A,Somewhat important,Neither or N/A,Neither or N/A,Neither or N/A,Very unimportant,Very important,Very important,False,11.0,Walk,6.0,0.1,1.5,3.8,4470.0,67860.0,0.44021440705660614,0.5555555555555556,Home,Other
880,17126347,1712634702,2017,Home not in Seattle,King,2 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Own/paying mortgage,0,35-44 years,Male,Not currently employed,Full-time student,Associates degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Neither or N/A,Very important,Neither or N/A,Somewhat important,Very important,Very important,False,15.0,SOV,2.0,0.5,1.5,3.75,1592.0,55143.0,3.29473600768878,1.0,Home,Other
881,17126396,1712639602,2017,Home not in Seattle,King,2 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Rent,0,18-24 years,Female,"Employed full time (35+ hours/week, paid)",Full-time student,Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Very unimportant,Very unimportant,Very unimportant,Neither or N/A,Somewhat important,Somewhat important,False,13.0,HOV,2.0,0.0,2.0,3.3499999999999996,3530.0,26413.0,1.3055267973230258,0.1111111111111111,Shop,Dinner
882,17126419,1712641901,2017,Home not in Seattle,King,1 person,0 (no vehicles),"Under $25,000","$10,000-$24,999",Rent,0,45-54 years,Male,"Employed part time (fewer than 35 hours/week, paid)","No, not a student",Associates degree,"No, does not have a license or permit",Hispanic,Hispanic,1 day a week,,,,,,,,,,,,,,,Somewhat important,Very important,Somewhat important,Very unimportant,Neither or N/A,Very unimportant,Somewhat important,Very important,Somewhat important,False,13.5,Walk,2.0,0.0,2.5,3.7,1233.0,75162.0,2.3539986440831226,0.1,Work,Lunch
883,17126437,1712643701,2017,Home in Seattle,King,1 person,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Own/paying mortgage,0,75-84 years,Female,Retired,"No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Very unimportant,Very important,Neither or N/A,Very unimportant,Somewhat important,Very unimportant,Neither or N/A,Very unimportant,Very unimportant,False,12.5,SOV,2.0,0.0,1.5,4.4,795.5,167622.0,2.99061251004489,,Home,Lunch
884,17126527,1712652701,2017,Home not in Seattle,King,2 people,2 vehicles,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,55-64 years,Male,Retired,"No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,Other,,,,,,,,,,,,,,,,Somewhat unimportant,Somewhat unimportant,Very important,Neither or N/A,Neither or N/A,Somewhat unimportant,Neither or N/A,Neither or N/A,Somewhat unimportant,True,,,,,,,,,,,,
885,17126527,1712652702,2017,Home not in Seattle,King,2 people,2 vehicles,"$100,000 or more","$100,000-$149,999",Own/paying mortgage,0,55-64 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Associates degree,"Yes, has an intermediate or unrestricted license",Other,Other,5 days a week,,,,,,,,,,,,,,,Somewhat unimportant,Somewhat unimportant,Very important,Neither or N/A,Neither or N/A,Somewhat unimportant,Neither or N/A,Neither or N/A,Somewhat unimportant,True,,,,,,,,,,,,
886,17126565,1712656502,2017,Home in Seattle,King,2 people,0 (no vehicles),"$25,000-$49,999","$35,000-$49,999",Own/paying mortgage,0,45-54 years,Male,Self-employed,"No, not a student",Some college,"No, does not have a license or permit",White Only,White Only,6-7 days a week,,,,,,,,,,,,,,,Very unimportant,Very unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Neither or N/A,Somewhat important,Very important,Very important,False,5.0,Walk,1.0,0.0,2.0,4.5,3108.5,40938.0,0.010596506820457244,0.5,Home,Dinner
887,17124628,1712462801,2017,Home in Seattle,King,1 person,1 vehicle,"$25,000-$49,999","$35,000-$49,999",Own/paying mortgage,0,45-54 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Vocational/technical training,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat important,Very important,Neither or N/A,Neither or N/A,Somewhat unimportant,Neither or N/A,Somewhat unimportant,Very important,Somewhat unimportant,False,15.0,HOV,5.0,0.16666666666666666,1.5,3.4000000000000004,9791.0,96745.0,5.188381923567302,0.42857142857142855,Work,Other
888,17124713,1712471301,2017,Home not in Seattle,King,2 people,1 vehicle,"$100,000 or more","$100,000-$149,999",Rent,0,18-24 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,5 days a week,,,,,,,,,,,,,,,Somewhat important,Somewhat important,Neither or N/A,Somewhat unimportant,Very important,Very unimportant,Somewhat important,Neither or N/A,Somewhat important,False,5.0,Walk,2.0,0.0,2.0,3.7,62565.0,82892.0,5.208609644930914,1.0,Work,Lunch
889,17124765,1712476501,2017,Home in Seattle,King,1 person,0 (no vehicles),"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,45-54 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Somewhat important,Very important,Very unimportant,Neither or N/A,Very unimportant,Neither or N/A,Very important,Very important,False,5.0,Walk,4.0,0.16666666666666666,1.0,3.6,19622.0,117908.0,0.35568375697743865,3.0,Work,Other
890,17124854,1712485401,2017,Home not in Seattle,King,4 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Rent,2,35-44 years,Female,Homemaker,"No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",Other,Other,,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Very important,Somewhat important,Neither or N/A,Somewhat important,Somewhat important,Very important,False,20.0,HOV,1.0,1.0,2.0,2.5,43826.0,60000.0,3.1998629302923334,2.0,Social/Recreation,Lunch
891,17124854,1712485402,2017,Home not in Seattle,King,4 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Rent,2,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Some college,"Yes, has an intermediate or unrestricted license",Hispanic,Other,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Very important,Somewhat important,Neither or N/A,Somewhat important,Somewhat important,Very important,False,20.0,HOV,2.0,0.5,1.5,3.65,43826.0,60000.0,3.1998629302923334,2.0,Social/Recreation,Lunch
892,17124854,1712485403,2017,Home not in Seattle,King,4 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Rent,2,5-11 years,Male,,,,,Child,Other,,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Very important,Somewhat important,Neither or N/A,Somewhat important,Somewhat important,Very important,False,20.0,HOV,2.0,0.5,1.0,2.85,43826.0,60000.0,3.1998629302923334,2.0,Social/Recreation,Lunch
893,17124854,1712485404,2017,Home not in Seattle,King,4 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Rent,2,Under 5 years old,Male,,,,,Child,Other,,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Very important,Somewhat important,Neither or N/A,Somewhat important,Somewhat important,Very important,False,20.0,HOV,1.0,0.0,1.0,3.9,43826.0,60000.0,3.1998629302923334,2.0,Social/Recreation,Lunch
894,17129722,1712972201,2017,Home not in Seattle,King,2 people,1 vehicle,"$25,000-$49,999","$25,000-$34,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Somewhat important,Neither or N/A,Neither or N/A,Somewhat important,Neither or N/A,Neither or N/A,Very important,Very important,False,21.0,Walk,2.0,0.0,2.0,4.300000000000001,953.0,119625.0,0.32655807406214865,0.058823529411764705,Home,Dinner
895,17129722,1712972202,2017,Home not in Seattle,King,2 people,1 vehicle,"$25,000-$49,999","$25,000-$34,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)",Full-time student,Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Somewhat important,Neither or N/A,Neither or N/A,Somewhat important,Neither or N/A,Neither or N/A,Very important,Very important,False,17.0,Walk,2.0,0.0,2.0,4.1,361.5,136528.0,0.5091430878398614,0.03636363636363636,Home,Dinner
896,17129778,1712977801,2017,Home in Seattle,King,2 people,2 vehicles,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,0,55-64 years,Male,Not currently employed,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Very important,Somewhat important,Very unimportant,Very unimportant,Somewhat important,Very unimportant,Very important,Very important,Somewhat important,False,13.0,HOV,4.0,0.625,1.0,2.85,5574.0,103966.0,3.4629617072673433,0.3076923076923077,Home,Lunch
897,17129782,1712978201,2017,Home in Seattle,King,2 people,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Rent,0,25-34 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Neither or N/A,Neither or N/A,Neither or N/A,Neither or N/A,Very important,Somewhat important,False,23.0,HOV,4.0,0.0,2.0,3.7,3578.0,89751.5,4.061175073359165,0.5454545454545454,Shop,Other
898,17129782,1712978202,2017,Home in Seattle,King,2 people,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Neither or N/A,Neither or N/A,Neither or N/A,Neither or N/A,Very important,Somewhat important,False,18.5,HOV,4.0,0.0,2.0,4.0,6708.5,89751.5,4.077045283975233,0.46153846153846156,Home,Other
899,17129827,1712982701,2017,Home not in Seattle,Snohomish,1 person,0 (no vehicles),"$25,000-$49,999","$25,000-$34,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)",Full-time student,Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,,,,,,,,,,,,,,,Very important,Very important,Very unimportant,Neither or N/A,Somewhat important,Neither or N/A,Neither or N/A,Very important,Somewhat important,True,7.0,Walk,3.0,0.0,2.0,3.8,541.5,72964.0,0.15261653883902787,0.2857142857142857,Home,Dinner
900,17129846,1712984601,2017,Home not in Seattle,King,2 people,1 vehicle,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,1,45-54 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",Asian,Asian,5 days a week,,,,,,,,,,,,,,,Somewhat unimportant,Somewhat important,Neither or N/A,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat unimportant,False,9.5,HOV,4.0,0.3333333333333333,1.0,3.75,6768.25,93950.0,6.512867197365885,0.3076923076923077,Escort,Dinner
901,17129846,1712984602,2017,Home not in Seattle,King,2 people,1 vehicle,"$100,000 or more","$150,000-$199,999",Own/paying mortgage,1,12-15 years,Female,,,,,Child,Asian,,,,,,,,,,,,,,,,Somewhat unimportant,Somewhat important,Neither or N/A,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat unimportant,False,9.5,HOV,5.0,0.5833333333333334,1.0,2.9,6768.25,93950.0,6.512867197365885,0.631578947368421,Social/Recreation,Dinner
902,17129912,1712991201,2017,Home in Seattle,King,1 person,0 (no vehicles),"Under $25,000","$10,000-$24,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Associates degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,,,,,,,,,,,,,,,Very important,Very important,Very important,Neither or N/A,Very unimportant,Neither or N/A,Neither or N/A,Very important,Very important,False,17.5,Transit,2.0,0.0,2.0,2.5999999999999996,22483.75,68230.5,17.126878955964504,1.0,Work,Lunch
903,17129947,1712994702,2017,Home in Seattle,King,2 people,0 (no vehicles),"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Very unimportant,Very unimportant,Very unimportant,Somewhat important,Very important,Very important,False,5.0,Walk,2.0,0.5,1.5,2.9,4204.0,20573.0,0.347106124840152,1.0,Work,Lunch
904,17128974,1712897401,2017,Home in Seattle,King,1 person,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Rent,0,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Some college,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very unimportant,Somewhat unimportant,Neither or N/A,Neither or N/A,Neither or N/A,Very important,Very unimportant,Very unimportant,Somewhat unimportant,False,22.0,HOV,3.0,0.25,2.0,3.3,4918.5,69392.0,1.1182772549396844,0.3333333333333333,Social/Recreation,Other
905,17129949,1712994901,2017,Home in Seattle,King,1 person,1 vehicle,"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)",Part-time student,Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,4 days a week,,,,,,,,,,,,,,,Somewhat important,Somewhat important,Neither or N/A,Very unimportant,Neither or N/A,Very unimportant,Somewhat unimportant,Very important,Somewhat important,False,15.0,SOV,2.0,0.5,1.5,3.65,9791.0,96745.0,3.8835383709388913,0.6666666666666666,Errand/Other,Dinner
906,17128169,1712816902,2017,Home in Seattle,King,2 people,2 vehicles,"$100,000 or more","$100,000-$149,999",Rent,0,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat important,Very important,Somewhat important,Neither or N/A,Somewhat important,Neither or N/A,Somewhat important,Somewhat important,Very important,False,10.0,Walk,2.0,0.0,2.0,3.25,62565.0,82892.0,4.084471474696881,1.0,Work,Lunch
907,17129985,1712998501,2017,Home not in Seattle,Pierce,2 people,2 vehicles,"$75,000-$99,999","$75,000-$99,999",Own/paying mortgage,0,45-54 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat important,Somewhat important,Very important,Neither or N/A,Very important,Very important,Very unimportant,Neither or N/A,Somewhat important,False,30.0,SOV,2.0,0.0,2.0,3.95,1654.0,68185.0,3.0719812836873883,2.0,Work,Dinner
908,17130014,1713001401,2017,Home not in Seattle,King,1 person,1 vehicle,"$100,000 or more","$100,000-$149,999",Rent,0,25-34 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Somewhat important,Very unimportant,Very unimportant,Somewhat important,Very unimportant,Somewhat unimportant,Neither or N/A,Very important,False,11.0,HOV,2.0,0.0,2.0,4.0,2179.5,61314.0,4.061063601326142,0.14285714285714285,Work,Lunch
909,17130035,1713003501,2017,Home in Seattle,King,4 people,2 vehicles,"$100,000 or more","$200,000-$249,999",Own/paying mortgage,2,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Very important,Somewhat unimportant,Somewhat important,Neither or N/A,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,False,11.0,Walk,5.0,0.16666666666666666,1.0,4.15,8381.0,82892.0,4.824745964041127,0.15789473684210525,Home,Lunch
910,17130035,1713003502,2017,Home in Seattle,King,4 people,2 vehicles,"$100,000 or more","$200,000-$249,999",Own/paying mortgage,2,35-44 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Somewhat unimportant,Somewhat important,Neither or N/A,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,False,35.0,HOV,2.0,0.0,2.0,4.35,8381.0,49291.0,25.032593442757644,0.09523809523809523,Home,Lunch
911,17130035,1713003503,2017,Home in Seattle,King,4 people,2 vehicles,"$100,000 or more","$200,000-$249,999",Own/paying mortgage,2,5-11 years,Male,,,,,Child,White Only,,,,,,,,,,,,,,,,Very important,Somewhat unimportant,Somewhat important,Neither or N/A,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,False,30.5,HOV,1.0,0.5,1.5,2.4,8381.0,49291.0,25.026376554887598,0.07692307692307693,Home,Lunch
912,17130035,1713003504,2017,Home in Seattle,King,4 people,2 vehicles,"$100,000 or more","$200,000-$249,999",Own/paying mortgage,2,Under 5 years old,Male,,,,,Child,White Only,,,,,,,,,,,,,,,,Very important,Somewhat unimportant,Somewhat important,Neither or N/A,Somewhat important,Very important,Somewhat important,Somewhat important,Very important,False,30.5,HOV,2.0,0.0,1.5,3.2,8381.0,49291.0,25.026376554887598,0.09523809523809523,Home,Lunch
913,17130067,1713006701,2017,Home in Seattle,King,2 people,2 vehicles,"$50,000-$74,999","$50,000-$74,999",Own/paying mortgage,0,55-64 years,Female,"Employed part time (fewer than 35 hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,1 day a week,,,,,,,,,,,,,,,Somewhat unimportant,Very important,Very important,Very unimportant,Somewhat important,Neither or N/A,Somewhat important,Very important,Very important,False,12.5,SOV,1.0,0.0,1.0,4.0,3381.0,97196.0,1.2524760763857177,1.0,Shop,Other
914,17130084,1713008401,2017,Home in Seattle,King,1 person,0 (no vehicles),"Under $25,000","$10,000-$24,999",Rent,0,18-24 years,Female,Self-employed,"No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,3 days a week,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Very unimportant,Somewhat unimportant,Very unimportant,Somewhat unimportant,Very important,Very important,False,20.0,Walk,1.0,1.0,1.0,1.75,612.5,101847.0,0.6269433290079197,0.4,Work-related,Other
915,17130092,1713009201,2017,Home in Seattle,King,1 person,0 (no vehicles),"$50,000-$74,999","$50,000-$74,999",Rent,0,45-54 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Associates degree,"No, does not have a license or permit",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat important,Very important,Neither or N/A,Very unimportant,Neither or N/A,Very unimportant,Neither or N/A,Very important,Very important,False,7.0,HOV,2.0,0.4,2.0,4.4,839.0,78632.0,0.23982832973757484,0.38461538461538464,Home,Lunch
916,17130102,1713010201,2017,Home in Seattle,King,1 person,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,0,85 or years older,Male,Retired,"No, not a student",Graduate/post-graduate degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,,,,,,,,,,,,,,,,Neither or N/A,Somewhat important,Somewhat important,Neither or N/A,Very unimportant,Neither or N/A,Somewhat unimportant,Somewhat important,Very important,False,27.5,SOV,1.0,0.0,2.0,3.9,1706.0,73551.0,20.993367442981558,0.4,Errand/Other,Lunch
917,17130451,1713045101,2017,Home in Seattle,King,2 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,0,18-24 years,Female,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat unimportant,Very unimportant,Neither or N/A,Neither or N/A,Neither or N/A,Neither or N/A,Somewhat unimportant,Very unimportant,Very unimportant,False,12.5,Other,2.0,0.5,1.5,2.5,1328.0,62782.0,7.115942065819517,0.07692307692307693,Work,Lunch
918,17130143,1713014301,2017,Home not in Seattle,King,1 person,1 vehicle,"$75,000-$99,999","$75,000-$99,999",Rent,0,35-44 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Bachelor degree,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Very important,Very important,Somewhat important,Neither or N/A,Somewhat important,Somewhat important,Somewhat important,Neither or N/A,Somewhat important,False,10.5,SOV,7.0,0.2,2.0,4.0,2538.0,89500.0,9.219764763959889,0.3125,Social/Recreation,Other
919,17128170,1712817001,2017,Home not in Seattle,King,1 person,1 vehicle,"$25,000-$49,999","$25,000-$34,999",Rent,0,25-34 years,Another,"Employed part time (fewer than 35 hours/week, paid)","No, not a student",Some college,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat important,Very important,Somewhat important,Somewhat important,Very unimportant,Neither or N/A,Somewhat unimportant,Very important,Somewhat important,False,19.5,HOV,2.0,0.0,1.5,3.75,44785.0,125292.0,0.33226877833500823,0.05405405405405406,Home,Dinner
920,17130451,1713045102,2017,Home in Seattle,King,2 people,1 vehicle,"$50,000-$74,999","$50,000-$74,999",Rent,0,18-24 years,Male,"Employed full time (35+ hours/week, paid)","No, not a student",Some college,"Yes, has an intermediate or unrestricted license",White Only,White Only,5 days a week,,,,,,,,,,,,,,,Somewhat unimportant,Very unimportant,Neither or N/A,Neither or N/A,Neither or N/A,Neither or N/A,Somewhat unimportant,Very unimportant,Very unimportant,False,9.0,HOV,2.0,0.0,2.0,3.3499999999999996,1645.0,118429.0,1.3217255671770138,0.1,Social/Recreation,Dinner
