,person_id,pct_fast_food,med_price,med_rating,diversity_food_cat,travel_time,rest_nonrest_trips,mode,trip_purp,tod,rest_empl_pop,rest_inc,dist_from_home,home_fd,numchildren,veh_hh_ratio,age_1,age_2,age_3,age_4,age_5,male,female,gender_other,white,asian,hispanic,black,race_other,income_1,income_2,income_3,income_4,full_time,part_time,homemaker,unemployed
777,1712670502,0.0,1.5,3.3,2.0,6.5,0.074074074074074,2,4,3,4470.0,67860.0,1.1483580095362993,0,1,0.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
779,1712670801,0.0,1.5,3.7,2.0,12.5,0.4,2,5,2,4204.0,20573.0,4.167700581756753,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
780,1712673801,0.0,1.5,4.2,2.0,5.0,0.6666666666666666,2,4,3,62565.0,82892.0,0.292876506779895,0,0,1.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
781,1712675201,0.0,1.5,4.1,1.0,30.0,0.6666666666666666,1,4,2,24673.0,125250.0,9.197063001109514,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
782,1712676201,0.0,1.5,3.3,3.0,5.5,0.125,3,4,2,44785.0,125292.0,1.5170004369876602,0,2,0.25,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
785,1712678601,0.0,1.5,4.199999999999999,2.0,5.0,0.5,2,4,2,21498.0,92656.0,2.677344720098391,0,0,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
786,1712683501,0.0,2.5,4.05,2.0,27.5,0.6666666666666666,5,2,4,7077.0,82438.0,6.682178835607099,0,0,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
787,1712683502,0.0,2.0,4.2,1.0,27.5,2.0,5,2,4,7077.0,82438.0,6.682178835607099,0,0,0.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
788,1712684201,0.0,2.0,3.95,2.0,15.0,0.6666666666666666,1,4,4,16014.0,54577.0,2.0948238685484912,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
789,1712686201,0.0,2.0,4.05,5.0,6.0,0.4761904761904761,2,2,3,3381.0,97196.0,0.2219625263067582,0,0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
793,1712743201,1.0,1.0,2.0,1.0,17.5,1.0,5,3,3,2401.0,65956.0,2.132511393015599,0,0,1.5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
794,1712743202,0.0,1.5,4.75,2.0,17.5,1.0,5,3,3,2401.0,65956.0,2.132511393015599,0,0,1.5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
795,1712745201,0.0,3.0,3.5,1.0,16.5,0.0689655172413793,5,5,3,41682.0,92347.0,1.5731786527704543,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
797,1712751801,0.3333333333333333,1.0,1.9,3.0,10.0,0.375,5,3,3,583.0,107480.0,1.1998822575952002,0,1,0.5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
798,1712751802,0.3333333333333333,1.0,4.2,2.0,10.0,0.5,5,3,3,583.0,107480.0,1.1998822575952002,0,1,0.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
799,1712751803,0.3333333333333333,1.0,4.2,3.0,10.0,0.5,5,3,3,583.0,107480.0,1.1998822575952002,0,1,0.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
801,1712752201,0.0,1.5,4.35,1.0,12.5,1.0,1,1,3,5074.0,101203.0,0.1979132653635024,0,0,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
802,1712754301,0.1363636363636363,1.0,3.3499999999999996,6.0,5.5,0.8148148148148148,2,4,3,62565.0,82892.0,10.793263145832675,0,0,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
803,1712754302,0.0769230769230769,2.0,3.3,6.0,10.0,1.0,1,4,2,11357.0,123179.0,3.8458923534558047,0,0,0.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
804,1712757501,0.0,1.5,3.85,2.0,15.0,0.6666666666666666,1,5,4,4651.0,94985.0,1.8206372221986775,0,0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
805,1712760801,0.25,1.5,3.9,2.0,24.0,0.1818181818181818,1,2,4,1894.5,115677.5,2.596271854865061,0,0,1.0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
806,1712761201,0.3333333333333333,2.0,4.1,2.0,11.5,0.2222222222222222,1,2,2,9791.0,96745.0,0.7007646050665934,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
807,1712762501,0.1428571428571428,2.0,4.0,5.0,23.0,0.1228070175438596,5,5,4,4017.0,67549.0,9.63015007673844,0,0,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
808,1712762502,0.0,2.0,3.5,4.0,23.0,0.25,5,5,4,4017.0,91410.0,5.422566132290636,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
809,1712763001,0.0,1.5,2.7,1.0,10.0,1.0,2,4,2,25736.0,17188.0,6.6979760889433475,0,0,0.5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
812,1712768901,0.0,2.0,4.199999999999999,3.0,19.0,0.3076923076923077,5,2,2,4250.75,55633.0,0.9679407757472372,0,0,0.5,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
813,1712768902,0.0,2.0,4.15,5.0,17.5,0.3157894736842105,5,2,2,4473.0,58310.0,1.1305008592888566,0,0,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
814,1712701401,0.0,2.0,3.9,2.0,15.0,0.1333333333333333,1,4,1,4826.0,60349.0,0.4596845320526596,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
815,1712702701,0.0,2.0,3.85,1.0,15.0,1.0,2,2,4,2224.0,83739.0,0.4514826991881858,0,2,0.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
819,1712703102,0.0,2.0,3.95,3.0,14.5,0.1081081081081081,1,5,3,622.0,122132.0,2.624902237528513,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
821,1712711701,0.0,2.0,3.65,2.0,5.0,0.3333333333333333,5,3,3,1707.5,129609.0,1.8901079292434064,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
822,1712724501,0.0,2.0,3.8,1.0,23.5,0.0555555555555555,1,4,4,16070.5,44688.0,4.530959911158825,1,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
823,1712725901,0.5,2.0,3.0999999999999996,1.0,10.0,0.5,1,4,2,16014.0,54577.0,4.377560295121162,0,0,1.5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
824,1712725902,0.5,1.5,2.4,1.0,37.5,0.5,1,1,2,16014.0,54577.0,4.377560295121162,0,0,1.5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0
825,1712728801,1.0,1.0,2.5,1.0,9.0,0.0869565217391304,1,2,4,42270.0,34857.0,0.7651855731958044,1,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
826,1712728802,0.5,2.0,3.4,3.0,5.5,0.1333333333333333,1,4,2,5898.0,65023.0,7.7766193787373235,1,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
827,1712729101,0.5,2.0,3.7,2.0,5.0,0.5,2,4,2,3108.5,40938.0,10.518042118684988,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
830,1712735801,0.5,1.5,3.0500000000000003,2.0,16.0,0.0714285714285714,5,3,4,2538.0,89500.0,0.7986920792612627,0,2,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
831,1712576501,0.5,1.5,2.4,2.0,10.0,0.5,2,4,2,21498.0,92656.0,1.138631411031536,0,0,1.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
832,1712583001,0.0,1.5,3.1500000000000004,1.0,7.5,0.3333333333333333,2,2,3,9791.0,96745.0,0.3385290583829604,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
834,1712588501,0.1666666666666666,2.0,3.4000000000000004,6.0,6.0,0.6666666666666666,2,3,3,12152.0,86810.0,0.6108998068371267,0,0,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
837,1712595501,0.0,2.0,3.3,5.0,16.0,0.4814814814814814,5,2,3,3739.0,96238.0,3.5387601187954973,0,3,0.4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
838,1712595502,0.0,2.0,3.75,6.0,20.0,1.1428571428571428,5,2,3,3475.75,80591.0,5.869447502933907,0,3,0.4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
841,1712599701,0.0,2.0,3.5999999999999996,2.0,15.0,0.5,5,2,4,6422.0,92928.0,0.6684797770118114,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
842,1712600201,0.0,2.0,3.5,2.0,5.0,0.3333333333333333,2,4,2,21498.0,92656.0,1.7154191638572618,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
844,1712604601,0.0,2.0,4.05,2.0,12.0,0.0769230769230769,5,5,4,4651.0,94985.0,16.448556089835584,0,0,1.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
846,1712541001,0.0,2.0,3.15,2.0,5.0,0.25,2,4,2,21498.0,92656.0,0.5973585165753592,0,0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
847,1712546501,0.0,3.0,4.199999999999999,2.0,5.0,0.5,2,4,2,3530.0,26413.0,0.0928152787866926,0,0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
848,1712547201,0.0,3.0,3.4,2.0,15.0,0.4,2,4,2,2396.5,114907.0,2.549768424343023,0,0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
849,1712547501,0.0,1.5,3.6,2.0,17.5,0.6666666666666666,1,2,2,3812.5,68732.0,2.743247310098116,0,0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
851,1712548801,0.0,2.0,3.7,2.0,15.0,0.6666666666666666,5,2,4,1751.5,103971.0,1.4370872808831103,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
852,1712548802,0.0,2.0,4.05,2.0,15.0,0.6666666666666666,5,2,4,1751.5,103971.0,1.4370872808831103,0,0,0.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0
853,1712550401,0.1666666666666666,2.0,3.5,3.0,22.5,0.5,2,2,2,25736.0,82892.0,1.8981948023227608,0,0,0.5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
854,1712550402,0.0,2.0,4.1,3.0,15.5,0.1904761904761904,2,2,2,1278.0,99949.5,0.59635158613637,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
857,1712557601,0.1666666666666666,2.0,3.5,6.0,11.5,0.375,5,3,4,1484.5,68466.0,26.794687012482655,0,0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
858,1712557602,0.6666666666666666,1.0,3.6,2.0,33.0,0.1428571428571428,5,3,4,1454.0,65948.0,26.90993933031165,0,0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
859,1712561702,0.0,1.5,2.3,2.0,25.0,2.0,1,4,3,5236.0,55306.0,18.07157022303912,0,2,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
860,1712565301,0.0,2.0,4.25,4.0,20.0,0.2142857142857142,2,5,4,1674.0,117908.0,9.871871752718963,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
861,1712565302,1.0,1.5,2.55,1.0,23.5,0.0333333333333333,2,5,2,9791.0,96745.0,3.1656066662518327,0,0,1.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
862,1712567601,0.5,1.5,2.75,2.0,10.0,0.6666666666666666,2,4,2,1880.5,128664.0,7.268390111816932,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
867,1712494302,0.2,2.0,4.3,3.0,8.0,1.0,2,4,2,6650.0,69409.0,0.4509629842397188,0,0,0.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
868,1712499601,0.0,1.5,4.35,2.0,17.5,1.0,2,2,3,62565.0,82892.0,0.5064802769320716,0,0,0.5,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
869,1712510201,0.0,1.0,4.0,3.0,10.0,1.2,1,4,2,17231.0,89500.0,1.768861170368409,0,0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
870,1712524901,0.0,2.0,3.8,2.0,10.0,1.0,1,2,4,1880.0,47883.0,0.9889684792604634,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
871,1712528602,1.0,2.0,2.5,1.0,5.0,0.2222222222222222,5,5,4,953.0,119625.0,0.6369755630016397,0,0,1.5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
872,1712532701,0.5,1.0,2.4,2.0,25.0,0.6666666666666666,2,5,2,62565.0,82892.0,6.161430102260727,0,0,1.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
873,1712533301,0.0,1.5,4.15,3.0,5.5,0.2142857142857142,5,3,2,3500.0,65956.0,9.102592469442524,1,2,0.5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
874,1712533302,0.0,2.0,3.9,4.0,19.0,0.4210526315789473,1,4,1,5292.75,67000.5,9.391114062843377,1,2,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
877,1712610101,0.1666666666666666,2.0,3.25,5.0,9.0,0.2222222222222222,1,3,2,2059.0,77269.0,3.000159316672209,0,0,1.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
878,1712617801,0.0,2.0,3.25,2.0,5.0,1.0,2,4,2,62565.0,82892.0,26.82401410838104,1,0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
879,1712623701,0.1,1.5,3.8,6.0,11.0,0.5555555555555556,2,2,3,4470.0,67860.0,0.4402144070566061,0,0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
880,1712634702,0.5,1.5,3.75,2.0,15.0,1.0,1,2,3,1592.0,55143.0,3.29473600768878,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
881,1712639602,0.0,2.0,3.3499999999999996,2.0,13.0,0.1111111111111111,5,1,4,3530.0,26413.0,1.3055267973230258,0,0,1.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
882,1712641901,0.0,2.5,3.7,2.0,13.5,0.1,2,4,2,1233.0,75162.0,2.353998644083122,0,0,0.0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
886,1712656502,0.0,2.0,4.5,1.0,5.0,0.5,2,2,4,3108.5,40938.0,0.0105965068204572,0,0,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
887,1712462801,0.1666666666666666,1.5,3.4000000000000004,5.0,15.0,0.4285714285714285,5,4,3,9791.0,96745.0,5.188381923567302,0,0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
888,1712471301,0.0,2.0,3.7,2.0,5.0,1.0,2,4,2,62565.0,82892.0,5.208609644930914,0,0,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
889,1712476501,0.1666666666666666,1.0,3.6,4.0,5.0,3.0,2,4,3,19622.0,117908.0,0.3556837569774386,0,0,0.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
890,1712485401,1.0,2.0,2.5,1.0,20.0,2.0,5,5,2,43826.0,60000.0,3.199862930292334,0,2,0.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
891,1712485402,0.5,1.5,3.65,2.0,20.0,2.0,5,5,2,43826.0,60000.0,3.199862930292334,0,2,0.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
894,1712972201,0.0,2.0,4.300000000000001,2.0,21.0,0.0588235294117647,2,2,4,953.0,119625.0,0.3265580740621486,0,0,0.5,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
895,1712972202,0.0,2.0,4.1,2.0,17.0,0.0363636363636363,2,2,4,361.5,136528.0,0.5091430878398614,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
896,1712977801,0.625,1.0,2.85,4.0,13.0,0.3076923076923077,5,2,2,5574.0,103966.0,3.4629617072673433,0,0,1.0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
897,1712978201,0.0,2.0,3.7,4.0,23.0,0.5454545454545454,5,1,3,3578.0,89751.5,4.061175073359165,0,0,0.5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
898,1712978202,0.0,2.0,4.0,4.0,18.5,0.4615384615384615,5,2,3,6708.5,89751.5,4.077045283975233,0,0,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
899,1712982701,0.0,2.0,3.8,3.0,7.0,0.2857142857142857,2,2,4,541.5,72964.0,0.1526165388390278,1,0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
900,1712984601,0.3333333333333333,1.0,3.75,4.0,9.5,0.3076923076923077,5,3,4,6768.25,93950.0,6.512867197365885,0,1,0.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
902,1712991201,0.0,2.0,2.5999999999999996,2.0,17.5,1.0,3,4,2,22483.75,68230.5,17.126878955964504,0,0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
903,1712994702,0.5,1.5,2.9,2.0,5.0,1.0,2,4,2,4204.0,20573.0,0.347106124840152,0,0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
904,1712897401,0.25,2.0,3.3,3.0,22.0,0.3333333333333333,5,5,3,4918.5,69392.0,1.1182772549396844,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
905,1712994901,0.5,1.5,3.65,2.0,15.0,0.6666666666666666,1,3,4,9791.0,96745.0,3.8835383709388913,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
906,1712816902,0.0,2.0,3.25,2.0,10.0,1.0,2,4,2,62565.0,82892.0,4.084471474696881,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
907,1712998501,0.0,2.0,3.95,2.0,30.0,2.0,1,4,4,1654.0,68185.0,3.0719812836873883,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
908,1713001401,0.0,2.0,4.0,2.0,11.0,0.1428571428571428,5,4,2,2179.5,61314.0,4.061063601326142,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
909,1713003501,0.1666666666666666,1.0,4.15,5.0,11.0,0.1578947368421052,2,2,2,8381.0,82892.0,4.824745964041127,0,2,0.5,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
910,1713003502,0.0,2.0,4.35,2.0,35.0,0.0952380952380952,5,2,2,8381.0,49291.0,25.032593442757644,0,2,0.5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
913,1713006701,0.0,1.0,4.0,1.0,12.5,1.0,1,1,3,3381.0,97196.0,1.2524760763857177,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
914,1713008401,1.0,1.0,1.75,1.0,20.0,0.4,2,4,3,612.5,101847.0,0.6269433290079197,0,0,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
915,1713009201,0.4,2.0,4.4,2.0,7.0,0.3846153846153846,5,2,2,839.0,78632.0,0.2398283297375748,0,0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
916,1713010201,0.0,2.0,3.9,1.0,27.5,0.4,1,3,2,1706.0,73551.0,20.99336744298156,0,0,1.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
918,1713014301,0.2,2.0,4.0,7.0,10.5,0.3125,1,5,3,2538.0,89500.0,9.219764763959889,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
919,1712817001,0.0,1.5,3.75,2.0,19.5,0.054054054054054,5,2,4,44785.0,125292.0,0.3322687783350082,0,0,1.0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
920,1713045102,0.0,2.0,3.3499999999999996,2.0,9.0,0.1,5,5,4,1645.0,118429.0,1.3217255671770138,0,0,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
921,1712900701,0.75,1.0,3.5,3.0,30.5,0.125,2,4,2,22377.75,105973.5,5.317222289684242,0,0,2.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
926,1712923801,0.0,2.0,3.9,1.0,10.0,0.5,2,2,4,2191.0,98698.0,0.7096233256542839,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
928,1712924301,0.0,2.0,4.0,5.0,9.0,0.5833333333333334,1,2,3,2224.0,96745.0,1.51532280832802,0,0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
929,1712927801,0.0,1.5,3.65,2.0,10.0,0.4,2,4,2,8295.5,114561.0,5.270551106521246,0,1,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
931,1712934001,0.0,2.0,4.05,4.0,6.0,0.3636363636363636,2,2,2,33384.5,51732.5,0.3744943968579957,0,0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
932,1713045201,0.5,1.5,2.55,1.0,5.0,0.3333333333333333,2,4,2,21498.0,92656.0,4.145563965158841,0,0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
933,1712862301,0.0,2.0,4.1,1.0,5.5,1.0,1,2,3,5984.0,51807.0,1.1832239584988549,0,0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
934,1712819901,0.0,2.0,3.7,1.0,12.5,2.0,5,4,4,1416.5,88525.0,0.5068288811174809,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
935,1712823901,0.0,2.0,4.4,2.0,5.0,0.3333333333333333,2,2,1,1416.5,88525.0,0.0819577609251239,0,0,0.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
936,1712823902,0.0,1.0,3.75,4.0,12.5,1.3333333333333333,2,2,3,2681.5,60586.0,0.3126094044326324,0,0,0.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
938,1712825401,0.0,2.0,3.85,2.0,15.0,0.4,1,2,4,3108.5,40938.0,2.5240165392399767,0,0,1.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
939,1713015501,0.0,2.0,3.0,2.0,12.0,0.0967741935483871,2,1,4,7778.0,69409.0,0.5267333937075637,0,0,0.5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
940,1712830201,0.0,1.5,3.5,3.0,6.5,0.3076923076923077,2,4,2,12152.0,86810.0,0.052169680331542,0,0,0.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
941,1712831801,0.0,2.0,3.9,8.0,10.0,2.769230769230769,2,2,4,2224.0,83739.0,0.2995247358098485,0,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
943,1712832501,0.0,2.0,3.65,4.0,7.0,0.1290322580645161,2,4,2,4648.0,67860.0,1.9190105704427056,0,2,0.25,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
947,1712843001,0.0,2.0,3.7,2.0,18.0,0.0952380952380952,1,3,2,5984.0,51807.0,3.9693341613620423,0,0,1.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
948,1712844501,0.0,3.0,4.2,1.0,4.0,0.064516129032258,2,4,3,3530.0,26413.0,2.700790668455591,0,0,0.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
949,1712844801,0.5,2.0,3.4499999999999997,2.0,25.0,0.5,1,3,3,3530.0,26413.0,3.493110710611372,0,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
950,1712852401,1.0,2.0,2.8,1.0,55.0,1.0,3,4,3,6650.0,72155.0,3.3422889980085317,0,0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
951,1712857301,0.5,2.0,3.25,1.0,22.5,0.1428571428571428,5,3,3,1884.0,98667.0,4.03490477802102,1,0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
952,1712857302,0.0,1.5,4.15,1.0,21.0,0.1333333333333333,5,3,3,1884.0,98667.0,4.026619078780945,1,0,1.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
953,1713047201,0.5,1.5,2.9,1.0,7.5,2.0,2,4,2,20560.0,105282.0,1.1987272764919883,0,0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
954,1712862901,0.25,2.0,3.95,4.0,13.5,0.1052631578947368,5,2,4,3955.5,92606.0,2.2147902680115052,0,0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
